title,date,question,doctor,answer,url
봄철 쯤 되면 눈두덩이가 부어요,2019.03.26,"여성입니다.
항상 이맘때쯤 되면 눈두덩이가 붓고 따겁고 간지러워요
그러다가 몇일 지나면 괜찮고
또 몇일 있다가 그러고 계속 반복되는데
무슨 이유일까요
증상을 완화시키려면 어떻게 해야할까요?",엄문용 [전문의],"안녕하세요, 하이닥 내과 상담의 엄문용 입니다.

완화시키는 방법을 모색하는 것도 중요하지만 왜 눈두덩이가 붓는지에 대한 평가부터 해보셔야 하겠습니다.
계절성 알레르기 반응이 의심이 되는데 이맘때쯤 흔한 꽃가루 알레르기를 비롯해 각종 항원에 대한 알레르기 반응을 의심해볼 수 있겠습니다.
알레르기 반응검사를 통해 내가 어떤 항원에 반응을 보이고 있는지 알고 있어야 회피요법을 통해 증상 재발을 예방할 수 있습니다.
가까운 내과에 내원하셔서 이에 대한 진료 및 검사를 받아보시기 바랍니다.
치료는 일반적으로 항히스타민 제제의 약물입니다.

감사합니다. ",https://www.hidoc.co.kr/healthqna/part/view/C0000456978
숲 근처에서 사는데 자꾸 몸이 아파요...어떻게 할 수 없을까요?,2019.03.11,"안녕하세요. 저는 쓸개제거수술 후에 갑자기 재생불량성 빈혈이 발병한 청년입니다.

경증이지만 5년이나 병을 앓은 상태이기에 몸이 많이 허약한 상태입니다.

키 170에 몸무게가 53이구요...

하루 1시간 이상 걸으면 힘들 정도로 몸이 많이 약합니다. 잘 뛰지도 못하구요.

아무튼 근데 병을 고쳐보고 싶어서 도심에서 산 근처로 집을 옮겼습니다.

20미터만 올라가면 바로 산책로가 있을 만큼 산하고 인접한 집입니다.

그런데 이 집으로 이사가고 나서 한 2년 정도 지냈는데,

주기적으로 몸이 아프기 시작했습니다.

패턴은 대략 이렇더군요. 4월 돼서 풀잎과 꽃이 만개하면 슬슬 몸이 좋아집니다.

여름까지 몸이 무척 좋습니다. 뛰어다닐 수도 있을 정도로요.

9월 돼서 잎이 다 떨어지고 나면 제 몸도 슬슬 아파오기 시작합니다.

10월이 되면 집에서 자기만 해도 얼굴이 붓고 몸이 매우 피곤한 증상이 나타납니다.

눈도 좀 따갑구요. (새집증후군은 아닙니다. 지은 지 25년된 집이에요)

결국 겨울만 되면 도저히 집에서 잘 수가 없어서

친구네 집에 양해를 구하고 친구네 집에서 신세를 지거나 부모님 집으로 대피했습니다.

지금 3월이 돼서 다시 집에 왔는데

여전히 집에서 자면 얼굴이 붓고 눈이 따갑고 그러네요...ㅠㅠ

제가 추측해보기로는 겨울만 되면

산에서 날아오는 무언가가 저를 그렇게 만든다는 것입니다.

그런 생각을 하게 된 데에는 증거 몇 가지가 있습니다.

첫째, 창문을 열고 환기를 할 때마다 얼굴이 더 심하게 붓습니다.

창문을 닫으면 그나마 눈이 덜 따갑고 얼굴이 가라앉는 것도 느껴집니다.

혹시나 해서 밖에 1시간 정도 서있어 봤습니다. 얼굴이 확 붓더군요.

둘째 증거는

산에서 100미터 떨어진 친구 집에서 자면 얼굴이 좀 덜 붓고,

200미터 떨어진 친구 집에서 잤더니 얼굴이 아예 붓지 않았다는 것입니다.

결국 이러한 것들을 볼 때,

산에서 날아오는 무언가가 저를 그렇게 만드는 것 같습니다.

그게 겨울나무, 뭐 소나무 같은 거에서 날아오는 물질 때문인지,

아니면 나무에 뿌린 살충제 때문인지는 모르겠습니다.

(몸이 허약한지라 그런 독성에 매우 약합니다. 2~3세 아이가 먹는 한약 먹고도

간수치가 올라 먹지 못했을 정도였거든요.)

아니면 제가 쓸개제거수술 후에 지방섭취가 너무 안 돼서

극단적으로 지방섭취를 제한하고 있는데 혹시 이것 때문에

면역력이 약해져서 그런 걸 수도 있을까요?

아무튼 이걸 어떻게 해결할 수 있는 방법이 없을까요??

이사를 가기는 힘든 상황입니다...ㅜㅜ

어찌해야 좋을까요?

혹시 도움이 될 수 있는 방법이 있다면 알려주시면 매우 감사하겠습니다.",김소연 [전문의],"안녕하세요, 하이닥 내과 상담의 김소연 입니다.

계절에 따라 몸상태에 변화가 생긴다면 아무래도 산에 서 지내시는경우 알레르기가 원인이 아닐까 싶습니다.
겨울철 산에서 접할수 있는 원인물질에 의해 알레르기가 있으시면 그러실 수 있을 것 같아요
알레르기 내과를 가보시는게 좋겠습니다.

감사합니다. ",https://www.hidoc.co.kr/healthqna/part/view/C0000454906
숲 근처에서 사는데 자꾸 몸이 아파요...어떻게 할 수 없을까요?,2019.03.11,"안녕하세요. 저는 쓸개제거수술 후에 갑자기 재생불량성 빈혈이 발병한 청년입니다.

경증이지만 5년이나 병을 앓은 상태이기에 몸이 많이 허약한 상태입니다.

키 170에 몸무게가 53이구요...

하루 1시간 이상 걸으면 힘들 정도로 몸이 많이 약합니다. 잘 뛰지도 못하구요.

아무튼 근데 병을 고쳐보고 싶어서 도심에서 산 근처로 집을 옮겼습니다.

20미터만 올라가면 바로 산책로가 있을 만큼 산하고 인접한 집입니다.

그런데 이 집으로 이사가고 나서 한 2년 정도 지냈는데,

주기적으로 몸이 아프기 시작했습니다.

패턴은 대략 이렇더군요. 4월 돼서 풀잎과 꽃이 만개하면 슬슬 몸이 좋아집니다.

여름까지 몸이 무척 좋습니다. 뛰어다닐 수도 있을 정도로요.

9월 돼서 잎이 다 떨어지고 나면 제 몸도 슬슬 아파오기 시작합니다.

10월이 되면 집에서 자기만 해도 얼굴이 붓고 몸이 매우 피곤한 증상이 나타납니다.

눈도 좀 따갑구요. (새집증후군은 아닙니다. 지은 지 25년된 집이에요)

결국 겨울만 되면 도저히 집에서 잘 수가 없어서

친구네 집에 양해를 구하고 친구네 집에서 신세를 지거나 부모님 집으로 대피했습니다.

지금 3월이 돼서 다시 집에 왔는데

여전히 집에서 자면 얼굴이 붓고 눈이 따갑고 그러네요...ㅠㅠ

제가 추측해보기로는 겨울만 되면

산에서 날아오는 무언가가 저를 그렇게 만든다는 것입니다.

그런 생각을 하게 된 데에는 증거 몇 가지가 있습니다.

첫째, 창문을 열고 환기를 할 때마다 얼굴이 더 심하게 붓습니다.

창문을 닫으면 그나마 눈이 덜 따갑고 얼굴이 가라앉는 것도 느껴집니다.

혹시나 해서 밖에 1시간 정도 서있어 봤습니다. 얼굴이 확 붓더군요.

둘째 증거는

산에서 100미터 떨어진 친구 집에서 자면 얼굴이 좀 덜 붓고,

200미터 떨어진 친구 집에서 잤더니 얼굴이 아예 붓지 않았다는 것입니다.

결국 이러한 것들을 볼 때,

산에서 날아오는 무언가가 저를 그렇게 만드는 것 같습니다.

그게 겨울나무, 뭐 소나무 같은 거에서 날아오는 물질 때문인지,

아니면 나무에 뿌린 살충제 때문인지는 모르겠습니다.

(몸이 허약한지라 그런 독성에 매우 약합니다. 2~3세 아이가 먹는 한약 먹고도

간수치가 올라 먹지 못했을 정도였거든요.)

아니면 제가 쓸개제거수술 후에 지방섭취가 너무 안 돼서

극단적으로 지방섭취를 제한하고 있는데 혹시 이것 때문에

면역력이 약해져서 그런 걸 수도 있을까요?

아무튼 이걸 어떻게 해결할 수 있는 방법이 없을까요??

이사를 가기는 힘든 상황입니다...ㅜㅜ

어찌해야 좋을까요?

혹시 도움이 될 수 있는 방법이 있다면 알려주시면 매우 감사하겠습니다.",김소연 [전문의],"안녕하세요, 하이닥 내과 상담의 김소연 입니다.

계절에 따라 몸상태에 변화가 생긴다면 아무래도 산에 서 지내시는경우 알레르기가 원인이 아닐까 싶습니다.
겨울철 산에서 접할수 있는 원인물질에 의해 알레르기가 있으시면 그러실 수 있을 것 같아요
알레르기 내과를 가보시는게 좋겠습니다.

감사합니다. ",https://www.hidoc.co.kr/healthqna/part/view/C0000454906
재채기,2019.02.28,"요즘들어 재채기를 너무 자주 합니다
평소 비염도없습니다
환절이기는 하지만
재채기를 유발하는 또 다른 이유도 알려주세요

이런증상생긴지 5일정도 됬는데 이젠 재채기를 하면 콧물도 나오고 조금 어질어질해요",강기원 [한의사],"안녕하세요, 하이닥 한방과 상담의 강기원 입니다.

평소 비염이 없었더라도 최근 미세먼지 등으로 인해 재채기가 있을수도 있겠네요.
혹시 역류성 식도염이 있는 경우에도 만성적으로 마른기침 증상이 있을 수 있습니다.
우선 이비인후과 진료부터 받아보시길 권해드립니다.

감사합니다. ",https://www.hidoc.co.kr/healthqna/part/view/C0000453588
재채기,2019.02.28,"요즘들어 재채기를 너무 자주 합니다
평소 비염도없습니다
환절이기는 하지만
재채기를 유발하는 또 다른 이유도 알려주세요

이런증상생긴지 5일정도 됬는데 이젠 재채기를 하면 콧물도 나오고 조금 어질어질해요",강기원 [한의사],"안녕하세요, 하이닥 한방과 상담의 강기원 입니다.

평소 비염이 없었더라도 최근 미세먼지 등으로 인해 재채기가 있을수도 있겠네요.
혹시 역류성 식도염이 있는 경우에도 만성적으로 마른기침 증상이 있을 수 있습니다.
우선 이비인후과 진료부터 받아보시길 권해드립니다.

감사합니다. ",https://www.hidoc.co.kr/healthqna/part/view/C0000453588
이게 알레르기 일까요,2019.02.11,"토요일날 놀러갔다가 (펜션) 그리고 일요일날 배에보니까 저렇게 뭐가 났어요 근데 토요일날 저녁에 놀러가기전에 샤워할때 때수건으로 빡빡 밀었거든요
이게 베드버그인지 아니면 샤워로인해서 저게난건지모르겠어요 배에 5개정도있고 엉덩이쪽에도 2군데가있던데.. 자세히보면 좁쌀같은게 같이빨간거안에있는데....어떤거일까요 간지럽진 않아요",한재병 [전문의],"안녕하세요, 하이닥 응급의학과 상담의 한재병 입니다.

사진으로 명확하지는 않지만, 알레르기의 가능성은 조금 떨어져보입니다.
가까운 피부과 진료 권유합니다.
감사합니다. ",https://www.hidoc.co.kr/healthqna/part/view/C0000451489
이게 알레르기 일까요,2019.02.11,"토요일날 놀러갔다가 (펜션) 그리고 일요일날 배에보니까 저렇게 뭐가 났어요 근데 토요일날 저녁에 놀러가기전에 샤워할때 때수건으로 빡빡 밀었거든요
이게 베드버그인지 아니면 샤워로인해서 저게난건지모르겠어요 배에 5개정도있고 엉덩이쪽에도 2군데가있던데.. 자세히보면 좁쌀같은게 같이빨간거안에있는데....어떤거일까요 간지럽진 않아요",한재병 [전문의],"안녕하세요, 하이닥 응급의학과 상담의 한재병 입니다.

사진으로 명확하지는 않지만, 알레르기의 가능성은 조금 떨어져보입니다.
가까운 피부과 진료 권유합니다.
감사합니다. ",https://www.hidoc.co.kr/healthqna/part/view/C0000451489
음식을 먹으면 갑자기 열이 나요,2019.01.02,"엄청 춥다가도 입에 음식이 들어가기만 하면 갑자기 열이 미친듯이 나요.

추운 날씨에 패딩 입고 학교 식당 들어가서 몇 숟가락만 뜨면 열이 참을 수 없을 정도로 나요.

특히 얼굴, 등 쪽이 심한 것 같고, 열이 날 때는 온 몸이 갑자기 따끔따끔거리면서 땀이 나요.

따끔따끔거릴 때 막 찔린 듯이 따거우면서도 간지러워서 벅벅 긁는데, 긁지 않으면 머리가 띵할 정도로 순간적으로 쿡쿡 찌르는 듯이 따끔거려요.

여름엔 덜한데 겨울엔 너무 심해서 두꺼운 옷을 입고 밥을 먹질 못하겠어요.

주위 친구들 보면 제가 정상은 아닌 것 같기도 하고 혹시나 건강에 문제가 생긴건 아닌지 걱정되네요.

아직 성인은 아니고 남고생입니다.",한재병 [전문의],"안녕하세요, 하이닥 응급의학과 상담의 한재병 입니다.

열감이 느껴진다는건지, 실제 열이 있는건지 한번 체온을 측정해보시기를 추천합니다.
모든 음식에 다 그런지, 특정 음식물에 반응하는지도 확인하시구요.
콜린성 두드러기 등의 가능성이 있어보입니다.
알레르기 진료가 가능한 병원에서의 진료를 권유합니다.

감사합니다.",https://www.hidoc.co.kr/healthqna/part/view/C0000446634
알레르기성 접촉성 피부염 주름 호전될까요?,2019.01.01,일주일 전 접촉성 피부염이 눈가로 심하게 생겼었습니다. 약 치료 후 두드러기와 홍조는 금세 나아졌는데 눈가 건조함과 잔주름이 나아지지 않고 있습니다. 아직 20대 중반인데 하루아침에 없던 주름들이 눈가로 심하게 생겨 스트레스가 이만저만이 아닙니다 ㅠㅠ 심하게 생겨버렸어요... 호전 될 수 있는지 여부와 어느정도의 기간이 필요한지 여쭤볼게요 ㅠㅠ 감사합니당,김소연 [전문의],"안녕하세요, 하이닥 내과 상담의 김소연 입니다.

시간이 지나면 호전될 것으로 생각되나 건조하지 않도록 해주는게 좋겠습니다.
사람마다 호전되는 시간을 다를것으로 생각됩니다.

감사합니다. ",https://www.hidoc.co.kr/healthqna/part/view/C0000446445
먼지 알레르기성 비염,2018.12.13,"먼지 알레르기성 비염이 있는데 알로에와 프로폴리스중에 무엇이 더 좋은건가요?
둘 다 같이 복용하면 안좋다고 하시던데 프로폴리스는 면역력을 키워준다하고 알로에는 몸에 열이 많은 사람에게 좋다는데 두개를 한번에 목용하면 효과가 떨어지는 건가요 아님 효과가 아예 없는 건가요?",김소연 [전문의],"안녕하세요, 하이닥 내과 상담의 김소연 입니다.

둘다 도움은 될것 같습니다. 따로 복용해도 좋겠습니다.
대신 알로에나 프로폴리스에 알레르기가 없으신지 확인하시고 복용하시기 바랍니다.

감사합니다. ",https://www.hidoc.co.kr/healthqna/part/view/C0000444628
온몸에 두드러기,2018.11.29,"안녕하세요 20대 중반 성인 여성입니다.

27일 늦은저녁 기차역에서 감자튀김을 사먹고 온몸에 붉은 두드러기가 올라오기 시작했습니다.
목에서 부터 시작되에 등 옆구리 배 사타구니에 참을 수 없는 가려움에 약국에서 처방 없이 항히스타민제를 사 먹었습니다.
약을 먹고 저도 모르게 잠들고 나서 보니 가려움증이 나아져서 다행이다 했지만
몇시간이 지난 지금은 증상이 갑자기 더 악화됐습니다.

상체에만 크게 퍼져있던것은 가라앉았지만 이제는 엉덩이를 포함한 전체 다리와 발등, 그리고 어깨에서 손끝까지 화상입은것처럼 부어오르고 펴졌습니다.

제가 해외 생활을 하는데 피부과는 외국인 보험으로 커버가 되지 않아서 당장 응급실에는 갈 수가 없고, 하루 한알 먹을 수 있는 항 히스타민제를 내일 먹어야 하는데 약이 너무 졸려서 학교가 걱정됩니다.

며칠 더 지켜보다가 어쩔 수 없으면 병원에 가는게 좋을까요? 정말 너무너무 가려운것도 문제지만, 온몸에 붉은 반점이 너무 보기 징그럽습니다 ㅠㅠ

그리고 이제까지 음식에 대한 알레르기가 없었는데 갑자기 이런일이 일어나니 당황스럽네요...ㅠㅠㅠ

이게 두드러기가 맞긴 한건가요?
답변 부탁드립니다 감사합니다!",한재병 [전문의],"안녕하세요, 하이닥 응급의학과 상담의 한재병 입니다.

사진이 명확하지 않지만 알레르기 반응에 의한 두드러기가 맞을듯 합니다.
약물에 의해 가라앉았다가 다시 한번 더 올라오는 경우도 많습니다.
단, 사진상으로 확인을 한거라 정확하지는 않지만, 우선 조금 지켜보셔도 될듯합니다.
하루에 한알 드시는 항히스타민이라면 졸음 문제는 대개 해결될듯합니다.

많이 불편하시다면 비용을 떠나서 진료가 필요할 수 있습니다.",https://www.hidoc.co.kr/healthqna/part/view/C0000442781
온몸에 두드러기,2018.11.29,"안녕하세요 20대 중반 성인 여성입니다.

27일 늦은저녁 기차역에서 감자튀김을 사먹고 온몸에 붉은 두드러기가 올라오기 시작했습니다.
목에서 부터 시작되에 등 옆구리 배 사타구니에 참을 수 없는 가려움에 약국에서 처방 없이 항히스타민제를 사 먹었습니다.
약을 먹고 저도 모르게 잠들고 나서 보니 가려움증이 나아져서 다행이다 했지만
몇시간이 지난 지금은 증상이 갑자기 더 악화됐습니다.

상체에만 크게 퍼져있던것은 가라앉았지만 이제는 엉덩이를 포함한 전체 다리와 발등, 그리고 어깨에서 손끝까지 화상입은것처럼 부어오르고 펴졌습니다.

제가 해외 생활을 하는데 피부과는 외국인 보험으로 커버가 되지 않아서 당장 응급실에는 갈 수가 없고, 하루 한알 먹을 수 있는 항 히스타민제를 내일 먹어야 하는데 약이 너무 졸려서 학교가 걱정됩니다.

며칠 더 지켜보다가 어쩔 수 없으면 병원에 가는게 좋을까요? 정말 너무너무 가려운것도 문제지만, 온몸에 붉은 반점이 너무 보기 징그럽습니다 ㅠㅠ

그리고 이제까지 음식에 대한 알레르기가 없었는데 갑자기 이런일이 일어나니 당황스럽네요...ㅠㅠㅠ

이게 두드러기가 맞긴 한건가요?
답변 부탁드립니다 감사합니다!",한재병 [전문의],"안녕하세요, 하이닥 응급의학과 상담의 한재병 입니다.

사진이 명확하지 않지만 알레르기 반응에 의한 두드러기가 맞을듯 합니다.
약물에 의해 가라앉았다가 다시 한번 더 올라오는 경우도 많습니다.
단, 사진상으로 확인을 한거라 정확하지는 않지만, 우선 조금 지켜보셔도 될듯합니다.
하루에 한알 드시는 항히스타민이라면 졸음 문제는 대개 해결될듯합니다.

많이 불편하시다면 비용을 떠나서 진료가 필요할 수 있습니다.",https://www.hidoc.co.kr/healthqna/part/view/C0000442781
온몸에 두드러기,2018.11.29,"안녕하세요 20대 중반 성인 여성입니다.

27일 늦은저녁 기차역에서 감자튀김을 사먹고 온몸에 붉은 두드러기가 올라오기 시작했습니다.
목에서 부터 시작되에 등 옆구리 배 사타구니에 참을 수 없는 가려움에 약국에서 처방 없이 항히스타민제를 사 먹었습니다.
약을 먹고 저도 모르게 잠들고 나서 보니 가려움증이 나아져서 다행이다 했지만
몇시간이 지난 지금은 증상이 갑자기 더 악화됐습니다.

상체에만 크게 퍼져있던것은 가라앉았지만 이제는 엉덩이를 포함한 전체 다리와 발등, 그리고 어깨에서 손끝까지 화상입은것처럼 부어오르고 펴졌습니다.

제가 해외 생활을 하는데 피부과는 외국인 보험으로 커버가 되지 않아서 당장 응급실에는 갈 수가 없고, 하루 한알 먹을 수 있는 항 히스타민제를 내일 먹어야 하는데 약이 너무 졸려서 학교가 걱정됩니다.

며칠 더 지켜보다가 어쩔 수 없으면 병원에 가는게 좋을까요? 정말 너무너무 가려운것도 문제지만, 온몸에 붉은 반점이 너무 보기 징그럽습니다 ㅠㅠ

그리고 이제까지 음식에 대한 알레르기가 없었는데 갑자기 이런일이 일어나니 당황스럽네요...ㅠㅠㅠ

이게 두드러기가 맞긴 한건가요?
답변 부탁드립니다 감사합니다!",한재병 [전문의],"안녕하세요, 하이닥 응급의학과 상담의 한재병 입니다.

사진이 명확하지 않지만 알레르기 반응에 의한 두드러기가 맞을듯 합니다.
약물에 의해 가라앉았다가 다시 한번 더 올라오는 경우도 많습니다.
단, 사진상으로 확인을 한거라 정확하지는 않지만, 우선 조금 지켜보셔도 될듯합니다.
하루에 한알 드시는 항히스타민이라면 졸음 문제는 대개 해결될듯합니다.

많이 불편하시다면 비용을 떠나서 진료가 필요할 수 있습니다.",https://www.hidoc.co.kr/healthqna/part/view/C0000442781
얼굴 화끈거림,2018.11.06,"여름에는 괜찮은데 겨울만되면 얼굴이 화끈거리고 따금 거립니다
특히 뜨거운 음식을 먹거나 운동을 하면 심합니다
왜 그런건지요?
좋은 음식있으면 추천 부탁드립니다...",김소연 [전문의],"안녕하세요, 하이닥 내과 상담의 김소연 입니다.

열에 의한 알레르기 반응이 아닐까 생각됩니다.
두드러기가 생기진 않으신가요?
사실상 콜린성 알레르기의 경우엔 피하는것 말고는 피하는 방법이 별로 없습니다.
너무 뜨거운 음식을 먹지 않도록 하시고 증상이 불편한 정도라면 예방약을 먹으면서 지내볼수도 있으나 그렇게 하기보다는 원인이 되는 것을 피하시는게 좋습니다.
알레르기 내과 진료를 보시는게 좋겠습니다.

감사합니다.",https://www.hidoc.co.kr/healthqna/part/view/C0000440261
햇빛알레르기 예밥법?,2018.10.17,"제가 해빛을 보면 피부에 두드르기같은 게 심하게 납니다. 몸전체에서요.
햇빛을 한 5분만 쬐어도 그렇습니다.
그래서 낮에는 밖에 되도록 안나갑니다만 꼭 나가야할 일이 있으면 피부가 드러나지 않게 다 가리고 다닙니다.
죽을 지경이죠.
며칠후 태국으로 단체여행을 가게 되어있는데 정말 걱정입니다.
외국에서 온몸을 다 덮어쓰고 다닐 수도 없고, 또 그기는 더우니 그렇게 하다간 더위먹겠죠.
해서 무슨 예방법이 없을까요?
썬크림은 잠시만 효과가 있을 뿐이고 몇시간을 다니면 덧발라줘도 소용이 없습니다. 또 선크림으로 인한 피부 트래블도 생기고요.
국내에서 같으면 병원이나 가지만 외국에서 그럴 수도 없을 것 같고 어떡하면 좋겠습니까?
임시로 증세가 나타나지 않게 하는 약같은게 없을까요?",정윤주 [전문의],"안녕하세요, 하이닥 가정의학과 상담의 정윤주 입니다.

여행을 앞두고 걱정이 많으시겠습니다
7.5cm 이상되는 큰 창모자를 쓰고 얇은 흰색 긴 옷을 입으시고 노출부위에는 효과가 없다고 느끼셔도 자외선 차단 크림을 바르셔야합니다
자외선 차단 크림은 SPF 30-50 정도여야 하며 외출 30분 전에 바르시고 매 2시간마다 덧발라 주세요.
항히스타민제를 미리 준비하셔서 태국에서 매일 복용하시는 것이 좋습니다.
예방을 최대한 했어도 증상이 발생될 수 있으므로 그때 진정시킬수 있는 스테로이드 외용제도 처방받아서 준비해 가시는 것이 좋습니다.
시원한 물로 샤워하거나 증상 부위 얼음 찜질도 치료에 도움을 줍니다.
아무쪼록 즐거운 여행 되시길 바랍니다.

감사합니다.",https://www.hidoc.co.kr/healthqna/part/view/C0000438213
부루펜알러지로 눈이 붓고 안구부종이 있는데요...,2018.10.06,"목아파서 병원에 갔습니다 처음 간 병원이었고
부루펜알러지 있다고 말하고 약타서 먹었는데
자고 일어나보나 눈이 또 엄청 부어있습니다ㅠㅠㅠ잘 안떠지고 한쪽은 흰자도 좀 부은거같고
록시로신 유한폰탈 메니솔론 코덴스 모사피아 알메텍
이 중에 부루펜이랑 비슷한 성분이거나 이런증상이 나타날 수 있는 약이 있나요?
부루펜 알러지 있다고 약처방 받았을땐 이런적이 한번도없었거든요ㅠㅠㅠ답답합니다",김소연 [전문의],"안녕하세요, 하이닥 내과 상담의 김소연 입니다.

약물 알러지로 생긴 혈관부종으로 추정됩니다. 유한폰탈이 원인이 아닐까 생각되구요 소염 진통제 종류라 비슷한 성분이 될수 있겠습니다. 항생제도 알레르기 원인이 될수 있는데 록시로신이 그럴수도 있을것 같습니다. 약중단하시고 보통 하루이틀 지나면 호전되나 증상지속시 약물알레르기로 진료 보시는게 좋겠습니다.

답변이 도움이 되셨으면 좋겠습니다. 감사합니다.",https://www.hidoc.co.kr/healthqna/part/view/C0000436879
부루펜 알러지로 눈이 붓고 안구부종이 있는데요...,2018.10.06,"목아파서 병원에 갔습니다 처음 간 병원이었고
부루펜알러지 있다고 말하고 약타서 먹었는데
자고 일어나보나 눈이 또 엄청 부어있습니다ㅠㅠㅠ잘 안떠지고 한쪽은 흰자도 좀 부은거같고
록시로신 유한폰탈 메니솔론 코덴스 모사피아 알메텍
이 중에 부루펜이랑 비슷한 성분이거나 이런증상이 나타날 수 있는 약이 있나요?
부루펜 알러지 있다고 약처방 받았을땐 이런적이 한번도없었거든요ㅠㅠㅠ답답합니다..",한재병 [전문의],"안녕하세요, 하이닥 응급의학과 상담의 한재병 입니다.

부루펜 계열의 약은 없습니다. 큰 분류상 비스테로이드성 소염진통제는 있긴 합니다만..이번에 사용한 약이 많아 어느 약으로 생기는 증상인지 파악하기는 힘듭니다.모든 약에서 나타날 수는 있습니다.

감사합니다.",https://www.hidoc.co.kr/healthqna/part/view/C0000436877
입술간지럽고 부어오름,2018.09.06,안녕하세요. 신우신염으로 자주앓아서 정밀검사받고 이상소견없어서 면역치료하자해서 유로박솜캡슐처방받아서복용후10분이지났나아랫입술이간지러우면거붓기시작하였습니다.제가 세파계열알러지와 라식스주사 부작용이있습니다.저약도부작용일까요?자가면역질환검사를해봐야할까요?,정윤주 [전문의],"안녕하세요, 하이닥 가정의학과 상담의 정윤주 입니다.

약물에 대해 과민 반응 병력이 있으므로 약물에 대한 알러지 반응이 의심되기는 합니다
일단 중단후 처방 받은 병원과 상의해 보시길 바랍니다.
감사합니다.",https://www.hidoc.co.kr/healthqna/part/view/C0000433288
이게 두드러기일종인가요??,2018.09.22,"어제.금요일밤 11시경부터 발견.
양팔에 전체적으로. ( 현재까지 )
몸통 배와가슴에 전체적으로.
( 배부분과 가슴부분은 남아있긴하나
어제보다 가라앉아보임 )

어제 올라온부위 그대로.
다른곳으로 더 번지거나 하지는 않았어요
하체와얼굴은 안났어요.

간지럼증이 느껴지나 계속 긁을정도의
심하지는않고. 참을만함. 구지 안긁어도될정도.
통증은 없고. 열없고. 근육통? 같은것도없어요.

몸살. 때문에 감기약 복용.
세토펜이알서방정. 뮤코라제정.
마지막복용. 수요일오후4시경.

메니에르때문에. 보나링에이정 하루한알복용.
( 그런데 이약은 몇년전부터 복용하던약.
이상증상없었음)


갑자기 올라와서 왜그럴까 생각해보던중
약때문에 그러나? 그러다가 세토펜 부작용중
스티븐슨이런게 있길래요 ㅠㅠ

혹시 그런거일수도 있을까봐 무섭네요 ㅠㅠ


이게 두드러기일종인가요??
명절이라. ㅠㅠ
아프거나 심하게 가렵거나 그러지않고
물집이나 고름? 염증? 이런건 안보이는데
그냥 지켜봐도 되는건지 응급실이라도
가야하는건지.. 연휴라4일정도는 병원을
갈수가 없으니 ㅠㅠ ㅠㅠ",송민규 [전문의],"안녕하세요, 하이닥 피부과 상담의 송민규 입니다.

처음 생긴 피부염의 경우에는 원인을 찾기 어려운 경우가 대부분입니다.
우선 증상이 심하지 않고 발진이 번지지 않으시니 좀더 지켜보시면 점차 호전될 가능성이 높으실 것으로 생각됩니다.
걱정이 많이 되시거나 증상이 나빠지면 가까운 피부과 전문의를 찾으시는 것이 좋습니다.

도움이 되셨기를 바랍니다.",https://www.hidoc.co.kr/healthqna/part/view/C0000435269
이게 두드러기일종인가요??,2018.09.22,"어제.금요일밤 11시경부터 발견.
양팔에 전체적으로. ( 현재까지 )
몸통 배와가슴에 전체적으로.
( 배부분과 가슴부분은 남아있긴하나
어제보다 가라앉아보임 )

어제 올라온부위 그대로.
다른곳으로 더 번지거나 하지는 않았어요
하체와얼굴은 안났어요.

간지럼증이 느껴지나 계속 긁을정도의
심하지는않고. 참을만함. 구지 안긁어도될정도.
통증은 없고. 열없고. 근육통? 같은것도없어요.

몸살. 때문에 감기약 복용.
세토펜이알서방정. 뮤코라제정.
마지막복용. 수요일오후4시경.

메니에르때문에. 보나링에이정 하루한알복용.
( 그런데 이약은 몇년전부터 복용하던약.
이상증상없었음)


갑자기 올라와서 왜그럴까 생각해보던중
약때문에 그러나? 그러다가 세토펜 부작용중
스티븐슨이런게 있길래요 ㅠㅠ

혹시 그런거일수도 있을까봐 무섭네요 ㅠㅠ


이게 두드러기일종인가요??
명절이라. ㅠㅠ
아프거나 심하게 가렵거나 그러지않고
물집이나 고름? 염증? 이런건 안보이는데
그냥 지켜봐도 되는건지 응급실이라도
가야하는건지.. 연휴라4일정도는 병원을
갈수가 없으니 ㅠㅠ ㅠㅠ",송민규 [전문의],"안녕하세요, 하이닥 피부과 상담의 송민규 입니다.

처음 생긴 피부염의 경우에는 원인을 찾기 어려운 경우가 대부분입니다.
우선 증상이 심하지 않고 발진이 번지지 않으시니 좀더 지켜보시면 점차 호전될 가능성이 높으실 것으로 생각됩니다.
걱정이 많이 되시거나 증상이 나빠지면 가까운 피부과 전문의를 찾으시는 것이 좋습니다.

도움이 되셨기를 바랍니다.",https://www.hidoc.co.kr/healthqna/part/view/C0000435269
